table,_time,_value,dst,dstp,proto,src,srcp,url,_value_diff,anomaly,anomaly_diff
9,2021-12-09T17:00:00Z,5.0,94.234.170.123,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,,0,0
118,2021-12-09T17:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xmms2,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
135,2021-12-09T17:00:00Z,6.0,telenor.se,cvspserver,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,4.0,0,0
60,2021-12-09T17:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gnunet,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
69,2021-12-09T17:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,hostmon,http://demo.riotsecure.io:7888/metrics,3.0,0,0
102,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,remctl,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
147,2021-12-09T17:00:00Z,6.0,telenor.se,hostmon,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
33,2021-12-09T17:00:00Z,1.0,94.234.170.99,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-5.0,0,0
80,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,knetd,http://demo.riotsecure.io:7888/metrics,3.0,0,0
150,2021-12-09T17:00:00Z,5.0,telenor.se,ircd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
46,2021-12-09T17:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,cvspserver,http://demo.riotsecure.io:7888/metrics,0.0,0,0
42,2021-12-09T17:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,0.0,0,0
113,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vboxd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
104,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,ripd,http://demo.riotsecure.io:7888/metrics,0.0,0,0
170,2021-12-09T17:00:00Z,5.0,telenor.se,vboxd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
75,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ircd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
133,2021-12-09T17:00:00Z,5.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
109,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,sip,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
112,2021-12-09T17:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,ownit.se,tfido,http://demo.riotsecure.io:7888/metrics,2.0,0,0
175,2021-12-09T17:00:00Z,2.0,telenor.se,xmms2,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
164,2021-12-09T17:00:00Z,5.0,telenor.se,remctl,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,3.0,0,0
62,2021-12-09T17:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gris,http://demo.riotsecure.io:7888/metrics,0.0,0,0
122,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,zebra,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
168,2021-12-09T17:00:00Z,5.0,telenor.se,sip,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
91,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,nbd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
14,2021-12-09T17:00:00Z,5.0,94.234.170.124,gris,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
17,2021-12-09T17:00:00Z,5.0,94.234.170.124,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
89,2021-12-09T17:00:00Z,1.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.99,munin,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
13,2021-12-09T17:00:00Z,3.0,94.234.170.124,gnunet,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
58,2021-12-09T17:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,freeciv,http://demo.riotsecure.io:7888/metrics,3.0,0,0
18,2021-12-09T17:00:00Z,5.0,94.234.170.124,ripd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
157,2021-12-09T17:00:00Z,5.0,telenor.se,nbd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
12,2021-12-09T17:00:00Z,5.0,94.234.170.124,fido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
22,2021-12-09T17:00:00Z,5.0,94.234.170.124,zebra,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
88,2021-12-09T17:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.123,munin,http://demo.riotsecure.io:7888/metrics,0.0,0,0
56,2021-12-09T17:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,fido,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
140,2021-12-09T17:00:00Z,6.0,telenor.se,freeciv,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
124,2021-12-09T17:00:00Z,6.0,ownit.se,tfido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
170,2021-12-09T18:00:00Z,5.0,telenor.se,vboxd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
112,2021-12-09T18:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,ownit.se,tfido,http://demo.riotsecure.io:7888/metrics,1.0,0,0
13,2021-12-09T18:00:00Z,3.0,94.234.170.124,gnunet,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
12,2021-12-09T18:00:00Z,5.0,94.234.170.124,fido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
118,2021-12-09T18:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xmms2,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
14,2021-12-09T18:00:00Z,5.0,94.234.170.124,gris,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,3.0,0,0
113,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vboxd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
122,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,zebra,http://demo.riotsecure.io:7888/metrics,0.0,0,0
80,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,knetd,http://demo.riotsecure.io:7888/metrics,0.0,0,0
33,2021-12-09T18:00:00Z,1.0,94.234.170.99,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
17,2021-12-09T18:00:00Z,5.0,94.234.170.124,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,4.0,0,0
147,2021-12-09T18:00:00Z,6.0,telenor.se,hostmon,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
18,2021-12-09T18:00:00Z,5.0,94.234.170.124,ripd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
168,2021-12-09T18:00:00Z,5.0,telenor.se,sip,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
22,2021-12-09T18:00:00Z,5.0,94.234.170.124,zebra,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
124,2021-12-09T18:00:00Z,6.0,ownit.se,tfido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
69,2021-12-09T18:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,hostmon,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
133,2021-12-09T18:00:00Z,5.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
9,2021-12-09T18:00:00Z,5.0,94.234.170.123,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
75,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ircd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
56,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,fido,http://demo.riotsecure.io:7888/metrics,0.0,0,0
91,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,nbd,http://demo.riotsecure.io:7888/metrics,0.0,0,0
157,2021-12-09T18:00:00Z,5.0,telenor.se,nbd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
89,2021-12-09T18:00:00Z,1.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.99,munin,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
58,2021-12-09T18:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,freeciv,http://demo.riotsecure.io:7888/metrics,5.0,0,0
88,2021-12-09T18:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.123,munin,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
140,2021-12-09T18:00:00Z,6.0,telenor.se,freeciv,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
46,2021-12-09T18:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,cvspserver,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
135,2021-12-09T18:00:00Z,6.0,telenor.se,cvspserver,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
60,2021-12-09T18:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gnunet,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
102,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,remctl,http://demo.riotsecure.io:7888/metrics,2.0,0,0
42,2021-12-09T18:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,1.0,0,0
164,2021-12-09T18:00:00Z,5.0,telenor.se,remctl,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
175,2021-12-09T18:00:00Z,2.0,telenor.se,xmms2,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
104,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,ripd,http://demo.riotsecure.io:7888/metrics,2.0,0,0
62,2021-12-09T18:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gris,http://demo.riotsecure.io:7888/metrics,1.0,0,0
150,2021-12-09T18:00:00Z,5.0,telenor.se,ircd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
109,2021-12-09T18:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,sip,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
33,2021-12-09T19:00:00Z,1.0,94.234.170.99,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
17,2021-12-09T19:00:00Z,5.0,94.234.170.124,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,4.0,0,0
112,2021-12-09T19:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,ownit.se,tfido,http://demo.riotsecure.io:7888/metrics,1.0,0,0
133,2021-12-09T19:00:00Z,5.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
14,2021-12-09T19:00:00Z,5.0,94.234.170.124,gris,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
89,2021-12-09T19:00:00Z,1.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.99,munin,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
13,2021-12-09T19:00:00Z,3.0,94.234.170.124,gnunet,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
91,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,nbd,http://demo.riotsecure.io:7888/metrics,1.0,0,0
168,2021-12-09T19:00:00Z,5.0,telenor.se,sip,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
12,2021-12-09T19:00:00Z,5.0,94.234.170.124,fido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
56,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,fido,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
109,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,sip,http://demo.riotsecure.io:7888/metrics,0.0,0,0
9,2021-12-09T19:00:00Z,5.0,94.234.170.123,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
157,2021-12-09T19:00:00Z,5.0,telenor.se,nbd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
58,2021-12-09T19:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,freeciv,http://demo.riotsecure.io:7888/metrics,1.0,0,0
18,2021-12-09T19:00:00Z,5.0,94.234.170.124,ripd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
104,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,ripd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
42,2021-12-09T19:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,1.0,0,0
102,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,remctl,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
170,2021-12-09T19:00:00Z,5.0,telenor.se,vboxd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
60,2021-12-09T19:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gnunet,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
147,2021-12-09T19:00:00Z,6.0,telenor.se,hostmon,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,4.0,0,0
113,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vboxd,http://demo.riotsecure.io:7888/metrics,-2.0,0,0
88,2021-12-09T19:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.123,munin,http://demo.riotsecure.io:7888/metrics,1.0,0,0
69,2021-12-09T19:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,hostmon,http://demo.riotsecure.io:7888/metrics,0.0,0,0
62,2021-12-09T19:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gris,http://demo.riotsecure.io:7888/metrics,0.0,0,0
164,2021-12-09T19:00:00Z,5.0,telenor.se,remctl,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
46,2021-12-09T19:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,cvspserver,http://demo.riotsecure.io:7888/metrics,0.0,0,0
140,2021-12-09T19:00:00Z,6.0,telenor.se,freeciv,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
122,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,zebra,http://demo.riotsecure.io:7888/metrics,-2.0,0,0
22,2021-12-09T19:00:00Z,5.0,94.234.170.124,zebra,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
135,2021-12-09T19:00:00Z,6.0,telenor.se,cvspserver,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
118,2021-12-09T19:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xmms2,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
80,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,knetd,http://demo.riotsecure.io:7888/metrics,2.0,0,0
124,2021-12-09T19:00:00Z,6.0,ownit.se,tfido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
175,2021-12-09T19:00:00Z,2.0,telenor.se,xmms2,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
150,2021-12-09T19:00:00Z,5.0,telenor.se,ircd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,3.0,0,0
75,2021-12-09T19:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ircd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
60,2021-12-09T20:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gnunet,http://demo.riotsecure.io:7888/metrics,-2.0,0,0
144,2021-12-09T20:00:00Z,5.0,telenor.se,gsidcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,3.0,0,0
135,2021-12-09T20:00:00Z,6.0,telenor.se,cvspserver,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
64,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,gsidcap,http://demo.riotsecure.io:7888/metrics,-2.0,0,0
10,2021-12-09T20:00:00Z,5.0,94.234.170.124,daap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
62,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gris,http://demo.riotsecure.io:7888/metrics,0.0,0,0
22,2021-12-09T20:00:00Z,5.0,94.234.170.124,zebra,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
133,2021-12-09T20:00:00Z,5.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
80,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,knetd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
140,2021-12-09T20:00:00Z,6.0,telenor.se,freeciv,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
9,2021-12-09T20:00:00Z,5.0,94.234.170.123,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
18,2021-12-09T20:00:00Z,5.0,94.234.170.124,ripd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
112,2021-12-09T20:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,ownit.se,tfido,http://demo.riotsecure.io:7888/metrics,1.0,0,0
89,2021-12-09T20:00:00Z,1.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.99,munin,http://demo.riotsecure.io:7888/metrics,-5.0,0,0
109,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,sip,http://demo.riotsecure.io:7888/metrics,3.0,0,0
46,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,cvspserver,http://demo.riotsecure.io:7888/metrics,1.0,0,0
168,2021-12-09T20:00:00Z,5.0,telenor.se,sip,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
12,2021-12-09T20:00:00Z,5.0,94.234.170.124,fido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
150,2021-12-09T20:00:00Z,5.0,telenor.se,ircd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
110,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,svn,http://demo.riotsecure.io:7888/metrics,0.0,0,0
164,2021-12-09T20:00:00Z,5.0,telenor.se,remctl,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
122,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,zebra,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
69,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,hostmon,http://demo.riotsecure.io:7888/metrics,1.0,0,0
102,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,remctl,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
13,2021-12-09T20:00:00Z,3.0,94.234.170.124,gnunet,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
14,2021-12-09T20:00:00Z,5.0,94.234.170.124,gris,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.0,0,0
33,2021-12-09T20:00:00Z,1.0,94.234.170.99,munin,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
124,2021-12-09T20:00:00Z,6.0,ownit.se,tfido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,5.0,0,0
175,2021-12-09T20:00:00Z,2.0,telenor.se,xmms2,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-4.0,0,0
104,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,ripd,http://demo.riotsecure.io:7888/metrics,2.0,0,0
17,2021-12-09T20:00:00Z,5.0,94.234.170.124,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
118,2021-12-09T20:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xmms2,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
56,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,fido,http://demo.riotsecure.io:7888/metrics,2.0,0,0
42,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,1.0,0,0
91,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,nbd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
47,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,daap,http://demo.riotsecure.io:7888/metrics,1.0,0,0
75,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ircd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
20,2021-12-09T20:00:00Z,5.0,94.234.170.124,svn,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
113,2021-12-09T20:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vboxd,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
58,2021-12-09T20:00:00Z,6.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,freeciv,http://demo.riotsecure.io:7888/metrics,2.0,0,0
147,2021-12-09T20:00:00Z,6.0,telenor.se,hostmon,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
170,2021-12-09T20:00:00Z,5.0,telenor.se,vboxd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
88,2021-12-09T20:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.123,munin,http://demo.riotsecure.io:7888/metrics,0.0,0,0
157,2021-12-09T20:00:00Z,5.0,telenor.se,nbd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
12,2021-12-09T21:00:00Z,5.0,94.234.170.124,fido,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
56,2021-12-09T21:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,fido,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
109,2021-12-09T21:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,sip,http://demo.riotsecure.io:7888/metrics,0.0,0,0
62,2021-12-09T21:00:00Z,5.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gris,http://demo.riotsecure.io:7888/metrics,1.0,0,0
175,2021-12-09T21:00:00Z,2.0,telenor.se,xmms2,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-3.0,0,0
89,2021-12-09T21:00:00Z,1.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.99,munin,http://demo.riotsecure.io:7888/metrics,-1.0,0,0
60,2021-12-09T21:00:00Z,2.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.124,gnunet,http://demo.riotsecure.io:7888/metrics,1.0,0,0
91,2021-12-09T21:00:00Z,4.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,nbd,http://demo.riotsecure.io:7888/metrics,2.0,0,0
144,2021-12-09T21:00:00Z,5.0,telenor.se,gsidcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,1.0,0,0
168,2021-12-09T21:00:00Z,5.0,telenor.se,sip,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
15,2021-12-09T21:00:00Z,5.0,94.234.170.124,hylafax,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
