table,_time,_value,dst,dstp,proto,src,srcp,url,_value_diff,anomaly,anomaly_diff
173,2021-12-11T04:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-116.0,0,0
174,2021-12-11T04:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,164.0,0,0
171,2021-12-11T04:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-48.0,0,0
117,2021-12-11T04:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,64.0,0,0
34,2021-12-11T04:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,-88.0,0,0
115,2021-12-11T04:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-68.0,0,0
35,2021-12-11T04:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,156.0,0,0
79,2021-12-11T04:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,0.0,0,0
172,2021-12-11T04:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-156.0,0,0
115,2021-12-11T05:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,0.0,0,0
173,2021-12-11T05:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
99,2021-12-11T05:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,92.0,0,0
117,2021-12-11T05:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,88.0,0,0
48,2021-12-11T05:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-268.0,0,0
116,2021-12-11T05:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,188.0,0,0
153,2021-12-11T05:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,16.0,0,0
172,2021-12-11T05:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-92.0,0,0
114,2021-12-11T05:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,116.0,0,0
79,2021-12-11T05:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,40.0,0,0
171,2021-12-11T05:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
174,2021-12-11T05:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,48.0,0,0
151,2021-12-11T05:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-48.0,0,0
126,2021-12-11T05:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
136,2021-12-11T05:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-204.0,0,0
125,2021-12-11T05:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,156.0,0,0
162,2021-12-11T05:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
34,2021-12-11T05:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,24.0,0,0
35,2021-12-11T05:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,88.0,0,0
76,2021-12-11T05:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,-40.0,0,0
114,2021-12-11T06:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,0.0,0,0
115,2021-12-11T06:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-116.0,0,0
138,2021-12-11T06:00:00Z,279.0,telenor.se,distcc,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,119.0,0,0
171,2021-12-11T06:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-27.0,0,0
117,2021-12-11T06:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,64.0,0,0
126,2021-12-11T06:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
174,2021-12-11T06:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,48.0,0,0
162,2021-12-11T06:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-96.0,0,0
125,2021-12-11T06:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
48,2021-12-11T06:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-156.0,0,0
35,2021-12-11T06:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,268.0,0,0
116,2021-12-11T06:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,-80.0,0,0
34,2021-12-11T06:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,-8.0,0,0
136,2021-12-11T06:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-180.0,0,0
151,2021-12-11T06:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,204.0,0,0
79,2021-12-11T06:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,64.0,0,0
76,2021-12-11T06:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,-40.0,0,0
52,2021-12-11T06:00:00Z,330.3333333333333,demo.riotlocal,iotserver-exchange,tcp,telenor.se,distcc,http://demo.riotsecure.io:7888/metrics,54.333333333333314,0,0
29,2021-12-11T06:00:00Z,252.0,94.234.170.98,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-78.33333333333331,0,0
81,2021-12-11T06:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.98,knetd,http://demo.riotsecure.io:7888/metrics,24.0,0,0
99,2021-12-11T06:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,-48.0,0,0
153,2021-12-11T06:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
173,2021-12-11T06:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-116.0,0,0
172,2021-12-11T06:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
138,2021-12-11T07:00:00Z,300.0,telenor.se,distcc,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,140.0,0,0
76,2021-12-11T07:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
171,2021-12-11T07:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
126,2021-12-11T07:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
172,2021-12-11T07:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-92.0,0,0
174,2021-12-11T07:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,140.0,0,0
35,2021-12-11T07:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,16.0,0,0
136,2021-12-11T07:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-268.0,0,0
114,2021-12-11T07:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,228.0,0,0
162,2021-12-11T07:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-72.0,0,0
125,2021-12-11T07:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
117,2021-12-11T07:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,112.0,0,0
115,2021-12-11T07:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-156.0,0,0
52,2021-12-11T07:00:00Z,356.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,distcc,http://demo.riotsecure.io:7888/metrics,196.0,0,0
99,2021-12-11T07:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,-128.0,0,0
81,2021-12-11T07:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.98,knetd,http://demo.riotsecure.io:7888/metrics,48.0,0,0
29,2021-12-11T07:00:00Z,252.0,94.234.170.98,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
79,2021-12-11T07:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,64.0,0,0
34,2021-12-11T07:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,-88.0,0,0
151,2021-12-11T07:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
173,2021-12-11T07:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-116.0,0,0
153,2021-12-11T07:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,116.0,0,0
116,2021-12-11T07:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,-16.0,0,0
48,2021-12-11T07:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-188.0,0,0
125,2021-12-11T08:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,156.0,0,0
126,2021-12-11T08:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,48.0,0,0
115,2021-12-11T08:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-92.0,0,0
132,2021-12-11T08:00:00Z,249.85263157894738,telenor.se,bpdbm,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,89.85263157894738,0,0
29,2021-12-11T08:00:00Z,252.0,94.234.170.98,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,2.1473684210526187,0,0
131,2021-12-11T08:00:00Z,249.45,telenor.se,bpcd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-2.5500000000000114,0,0
81,2021-12-11T08:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.98,knetd,http://demo.riotsecure.io:7888/metrics,26.55000000000001,0,0
79,2021-12-11T08:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,40.0,0,0
41,2021-12-11T08:00:00Z,273.6,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpdbm,http://demo.riotsecure.io:7888/metrics,-42.39999999999998,0,0
35,2021-12-11T08:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,42.39999999999998,0,0
174,2021-12-11T08:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-16.0,0,0
52,2021-12-11T08:00:00Z,356.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,distcc,http://demo.riotsecure.io:7888/metrics,56.0,0,0
114,2021-12-11T08:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,-80.0,0,0
138,2021-12-11T08:00:00Z,300.0,telenor.se,distcc,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
153,2021-12-11T08:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-48.0,0,0
40,2021-12-11T08:00:00Z,273.15,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpcd,http://demo.riotsecure.io:7888/metrics,21.149999999999977,0,0
117,2021-12-11T08:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,42.85000000000002,0,0
99,2021-12-11T08:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,-88.0,0,0
48,2021-12-11T08:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-180.0,0,0
76,2021-12-11T08:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,228.0,0,1
42,2021-12-11T08:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,40.0,0,0
172,2021-12-11T08:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-156.0,0,0
116,2021-12-11T08:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,76.0,0,0
173,2021-12-11T08:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-100.0,0,0
151,2021-12-11T08:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,116.0,0,0
136,2021-12-11T08:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-204.0,0,0
171,2021-12-11T08:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,204.0,0,0
133,2021-12-11T08:00:00Z,300.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,48.0,0,0
34,2021-12-11T08:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,-72.0,0,0
162,2021-12-11T08:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
173,2021-12-11T09:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-68.0,0,0
52,2021-12-11T09:00:00Z,356.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,distcc,http://demo.riotsecure.io:7888/metrics,220.0,0,0
114,2021-12-11T09:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,-80.0,0,0
125,2021-12-11T09:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-72.0,0,0
136,2021-12-11T09:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-156.0,0,0
138,2021-12-11T09:00:00Z,300.0,telenor.se,distcc,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,252.0,0,0
79,2021-12-11T09:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,16.0,0,0
40,2021-12-11T09:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpcd,http://demo.riotsecure.io:7888/metrics,-40.0,0,0
133,2021-12-11T09:00:00Z,300.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
117,2021-12-11T09:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,16.0,0,0
41,2021-12-11T09:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpdbm,http://demo.riotsecure.io:7888/metrics,-40.0,0,0
153,2021-12-11T09:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
162,2021-12-11T09:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-48.0,0,0
172,2021-12-11T09:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-44.0,0,0
126,2021-12-11T09:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,92.0,0,0
29,2021-12-11T09:00:00Z,252.0,94.234.170.98,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
35,2021-12-11T09:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,64.0,0,0
81,2021-12-11T09:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.98,knetd,http://demo.riotsecure.io:7888/metrics,-40.0,0,0
171,2021-12-11T09:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
115,2021-12-11T09:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-92.0,0,0
131,2021-12-11T09:00:00Z,252.0,telenor.se,bpcd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,92.0,0,0
34,2021-12-11T09:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
151,2021-12-11T09:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,24.0,0,0
174,2021-12-11T09:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,48.0,0,0
76,2021-12-11T09:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
48,2021-12-11T09:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-228.0,0,0
116,2021-12-11T09:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,188.0,0,0
99,2021-12-11T09:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,-8.0,0,0
42,2021-12-11T09:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,88.0,0,0
132,2021-12-11T09:00:00Z,252.0,telenor.se,bpdbm,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
52,2021-12-11T10:00:00Z,356.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,distcc,http://demo.riotsecure.io:7888/metrics,104.0,0,0
138,2021-12-11T10:00:00Z,300.0,telenor.se,distcc,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-56.0,0,0
174,2021-12-11T10:00:00Z,300.0,telenor.se,xinetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
76,2021-12-11T10:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,isisd,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
114,2021-12-11T10:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,venus,http://demo.riotsecure.io:7888/metrics,0.0,0,0
171,2021-12-11T10:00:00Z,252.0,telenor.se,venus,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
99,2021-12-11T10:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,ospfapi,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
117,2021-12-11T10:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,88.0,0,0
132,2021-12-11T10:00:00Z,252.0,telenor.se,bpdbm,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
35,2021-12-11T10:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amandaidx,http://demo.riotsecure.io:7888/metrics,64.0,0,0
162,2021-12-11T10:00:00Z,204.0,telenor.se,ospfapi,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-112.0,0,0
34,2021-12-11T10:00:00Z,228.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,amanda,http://demo.riotsecure.io:7888/metrics,24.0,0,0
79,2021-12-11T10:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,kamanda,http://demo.riotsecure.io:7888/metrics,88.0,0,0
29,2021-12-11T10:00:00Z,252.0,94.234.170.98,knetd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
151,2021-12-11T10:00:00Z,252.0,telenor.se,isisd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
48,2021-12-11T10:00:00Z,48.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,dcap,http://demo.riotsecure.io:7888/metrics,-204.0,0,0
133,2021-12-11T10:00:00Z,300.0,telenor.se,bprd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,252.0,0,1
125,2021-12-11T10:00:00Z,204.0,telenor.se,amanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-96.0,0,0
115,2021-12-11T10:00:00Z,160.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,vopied,http://demo.riotsecure.io:7888/metrics,-44.0,0,0
116,2021-12-11T10:00:00Z,236.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,x11,http://demo.riotsecure.io:7888/metrics,76.0,0,0
173,2021-12-11T10:00:00Z,136.0,telenor.se,x11,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-100.0,0,0
41,2021-12-11T10:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpdbm,http://demo.riotsecure.io:7888/metrics,140.0,0,0
153,2021-12-11T10:00:00Z,252.0,telenor.se,kamanda,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-24.0,0,0
40,2021-12-11T10:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bpcd,http://demo.riotsecure.io:7888/metrics,24.0,0,0
42,2021-12-11T10:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,bprd,http://demo.riotsecure.io:7888/metrics,40.0,0,0
131,2021-12-11T10:00:00Z,252.0,telenor.se,bpcd,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
126,2021-12-11T10:00:00Z,252.0,telenor.se,amandaidx,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,0.0,0,0
172,2021-12-11T10:00:00Z,160.0,telenor.se,vopied,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-92.0,0,0
81,2021-12-11T10:00:00Z,276.0,demo.riotlocal,iotserver-exchange,tcp,94.234.170.98,knetd,http://demo.riotsecure.io:7888/metrics,116.0,0,0
136,2021-12-11T10:00:00Z,48.0,telenor.se,dcap,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-228.0,0,0
117,2021-12-11T11:00:00Z,316.0,demo.riotlocal,iotserver-exchange,tcp,telenor.se,xinetd,http://demo.riotsecure.io:7888/metrics,268.0,0,0
146,2021-12-11T11:00:00Z,252.0,telenor.se,hkp,tcp,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics,-64.0,0,0
