#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string,string,string,string,string,string,string
#default,mean,,,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dst,dstp,host,proto,service,src,srcp,url
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T02:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T03:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T04:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T05:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T06:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T07:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:00:00Z,1639322973.1846108,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,0,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,1639322973.1846125,gauge,tdmp_bytes_created,94.234.170.115,cfengine,telegraf,tcp,cfengine,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T16:00:00Z,1639323345.5981295,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T17:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T18:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T19:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T20:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T21:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T22:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T23:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T00:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T01:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T02:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T03:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T04:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T05:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T06:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T07:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:00:00Z,1639323345.598134,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,1,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,1639323345.59813,gauge,tdmp_bytes_created,94.234.170.115,hostmon,telegraf,tcp,hostmon,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T16:00:00Z,1639323322.511329,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T17:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T18:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T19:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T20:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T21:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T22:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T23:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T00:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T01:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T02:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T03:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T04:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T05:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T06:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T07:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:00:00Z,1639323322.511325,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,2,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,1639323322.5113297,gauge,tdmp_bytes_created,94.234.170.115,mdns,telegraf,tcp,mdns,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T16:00:00Z,1639323333.6869457,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T17:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T18:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T19:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T20:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T21:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T22:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T23:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T00:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T01:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T02:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T03:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T04:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T05:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T06:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T07:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:00:00Z,1639323333.6869485,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,3,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,1639323333.6869466,gauge,tdmp_bytes_created,94.234.170.115,noclog,telegraf,tcp,noclog,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T01:00:00Z,1639270004.8190157,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T02:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T03:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T04:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T05:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T06:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T07:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T08:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T09:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T10:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T11:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T12:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T13:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T14:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T15:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T16:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T17:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T18:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T19:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T20:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T21:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
,,4,2021-11-13T08:11:09.961129133Z,2021-12-13T08:11:09.961129133Z,2021-12-12T22:00:00Z,1639270004.8190203,gauge,tdmp_bytes_created,94.234.170.115,nut,telegraf,tcp,nut,demo.riotlocal,iotserver-exchange,http://demo.riotsecure.io:7888/metrics
