_value
25743
48539
33215
43525
10285
11695
10915
33266
5830
42104
26869
17698
62004
65068
51766
4390
43424
26610
39366
43291
11765
9394
47745
25411
59079
22523
24293
58739
20955
4590
64543
64924
28196
6986
25738
22683
59164
62450
55671
19870
16514
24605
48803
26490
59259
55298
60556
62067
63590
4340
59870
2975
60835
64106
46066
53264
7716
23826
14750
60705
2354
44134
34523
53005
31591
6626
33486
30252
62036
8000
8350
14074
55796
60800
25892
29716
60883
16823
42071
25337
32518
6167
8045
9162
24568
54449
44860
44962
45756
44945
47604
30904
56864
12029
34741
31752
38373
33084
58829
9730
31180
32220
21030
30180
33142
11908
13048
3550
34899
4796
35743
4479
28825
19968
10541
4213
7879
14375
10425
20075
37300
5933
11973
45108
12810
34274
10856
16316
14068
64293
29439
30916
34031
49603
34196
14123
25649
17354
20473
50841
35650
22330
28146
52174
23785
49751
31838
48733
27694
55934
12527
19275
62303
62955
40904
65314
21131
34864
65425
61947
57595
6274
63895
6084
3918
6460
48708
53043
30338
33323
3692
2780
55182
14179
40257
7735
65471
34888
62136
20285
35447
47657
24869
31358
52176
5513
65252
4271
6118
41902
25516
64701
24651
46558
54961
10809
30681
35517
38398
42342
62629
40966
51227
62910
20736
42093
44570
7881
3194
11622
24571
55361
46234
6724
42549
13357
14506
61890
12483
42224
55393
60047
39585
37134
42522
53988
24440
23455
53675
20490
13092
2638
56176
20664
63872
42577
46786
19742
7216
41346
9254
35346
50258
17821
6644
21061
2978
59806
65407
63716
16765
51902
46798
64339
37993
59169
7723
4970
9093
43157
46939
54977
6109
38431
20295
58347
55119
15899
49715
30321
29582
16479
16517
37899
10833
61465
38908
54163
21568
29028
64463
2251
9220
64300
21191
25152
10825
50609
60962
2813
25023
9707
28639
16416
16508
53471
7577
21710
49268
2150
62374
35322
25189
10393
37567
62248
8314
15235
42142
60314
49476
9579
16239
15931
33515
15301
26073
2990
7587
9290
9518
59566
62536
52028
65254
16897
10479
53113
18914
58139
25875
54104
6234
10268
2838
27083
28139
11566
31661
42995
3273
50122
34193
15778
60446
37594
6646
31227
22453
18934
56886
7597
25048
42213
61928
43773
26265
12112
42113
52122
19007
61687
28355
9210
10955
42318
51219
53364
15035
49405
31040
18679
24386
27448
32868
38374
40108
58236
50229
18519
56646
7537
54800
9610
18514
32161
21025
14452
47605
5172
19090
49305
44144
9850
49354
54300
13780
30887
6584
57382
31239
13123
21498
6381
56569
50118
41234
60818
11363
34591
61027
16307
6262
27407
21797
46415
9073
22969
45396
3826
48405
35727
50902
43645
9949
16690
50452
13103
46182
26801
12164
27463
34934
10329
40423
48479
50240
63449
14826
33363
44961
18976
41419
34142
55979
54760
31080
9294
47624
35266
33593
54214
21219
56728
26126
39759
59974
19124
42908
7044
7006
27876
28804
53387
27934
58300
61651
49996
64682
17433
2866
49935
48235
10961
60732
14693
18317
28998
31796
45454
15275
62079
35931
43681
60202
58014
27974
15342
13686
48509
56184
48159
20156
29304
62373
18477
57310
11479
3658
28969
39648
63797
61805
22024
48769
28186
17317
30360
58288
59654
33815
25076
40252
62402
60219
63711
25886
61719
4295
33687
24405
11696
12711
5710
61080
32637
18621
27246
60464
19946
5123
18507
4705
37395
9003
62854
50052
62759
3818
47968
34365
64069
59342
6009
36855
55563
50513
13383
20794
16582
16816
54862
20761
28516
45086
59317
26074
27939
50626
17178
50117
53047
54506
4525
26165
40803
63429
7094
20751
41433
62631
31559
59767
38470
20933
13792
34496
53559
59324
32503
40441
18917
57839
14958
11318
51468
56274
26209
4996
19169
17015
32167
33318
53006
58724
12244
62285
33884
15694
35699
22176
6987
32542
14913
3004
3382
58540
62184
55394
3947
55611
64298
52172
38864
43675
54213
32084
52411
20565
34195
14459
31921
49726
21174
50859
9492
15384
2215
36486
35418
49570
15605
51031
62226
63033
18463
25404
7616
31392
35263
10982
11500
13506
37191
48468
7488
11478
3010
40739
10395
59367
64029
48810
62347
35551
7990
16142
22539
53646
21046
28407
4562
5057
62401
43454
62543
64282
15138
23669
55710
13685
63167
18205
60255
64778
23833
61545
